url,price,city,neighbourhood,bedrooms,bathrooms,surface_area,property_type,latitude,longitude,description,furnished,property_mortgaged,lister_type,facade,building_age
https://bahu.ly/en/offers-details/residential-for-sale/villa-modern-residential-june-11-8f98a1ca,,Tripoli,Al-Shat Road,7,6,260 sqm,Villa,32.8969842,13.1988233,"Alhana Real Estate Investment presents a special offer for the sale of a modern residential villa and a third-floor independent apartment.
Location: Tripoli - Al-Shatt Road, near 20 Ramadan Road (formerly 11 June Road)
Area:
Land area: 260 m²
Total covered area: 600 m² (three floors)
Number of floors: Three
Design: Ground and first floors: Independent villa with private entrance, third floor: Independent apartment with private entrance
Consisting of:
Ground floor details:
Men's reception hall with bathroom
Women's reception hall + bathroom
Kitchen
Living room
Terrace
First floor details:
Master bedroom suite with private bathroom + outdoor terrace
Two additional bedrooms + bathroom
Service kitchen
Living room
Outdoor terrace
Third floor details (independent apartment):
Reception hall with bathroom
Master bedroom suite with private bathroom
Two bedrooms + bathroom
Kitchen
Living room
Large outdoor terrace
Villa features:
Security camera system
Parking area with electric gate
River water + water well with cabinets
Within a modern and excellent residential subdivision
Overlooking a paved road within a modern residential neighborhood and planned by the state Year
Connected to a state-owned water and sewerage network
For inquiries or more information, please contact Alhana Real Estate Investment.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-modern-janzour-baeca1b3,"465,000 LYD",Tripoli,Janzour,3,3,240 sqm,Villa,32.811981,13.0135612,"Emaar Real Estate presents a special offer.
Location: Janzour - Khallet Al Fandi, 6 km Road
Land area: 240 m²
Roof area: 180 m²
The villa consists of:
3 bedrooms
3 bathrooms
Kitchen
Living room
Salon
Square courtyard
Front and back gardens
Additional information:
Distilled partition
Street width: 10 m
Shared water well
Paperwork in order and real estate certificate
Price: 465,000 dinars
For inquiries or more information, please contact us via phone or WhatsApp",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-fully-maintained-garyounis-b2300997,"720,000 LYD",Benghazi,Garyounis,3,2,N/A,Apartment,32.0222153,20.0330554,"Al-Masmari Real Estate, Contracting, and Engineering Consulting offers you a unique opportunity to own an apartment for sale in Garyounis, within the largest four-story building with excellent specifications and full maintenance.
Location: Garyounis - Opposite the Doctors' Villas
Floor: Second floor
Area: Largest in the four-story building
The apartment consists of:
Men's living room
Hall
Saloon
3 bedrooms
2 bathrooms
Kitchen
Additional features:
Full maintenance of the bathrooms, kitchen, and building
Sale includes air conditioners, kitchen, and chandeliers
Price: 720,000
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartments-under-construction-al-saraj-19bae8b5,"190,000 LYD",Tripoli,Al Serraj,2,2,120 sqm,Apartment,32.8219063,13.0760273,"Al-Khalan Real Estate Marketing Company presents a special offer for semi-finished apartments under construction for sale in a prime location in Al-Saraj, close to all services.
Details:
Address: Al-Saraj - Al-Mawashi Road, near Al-Sahaba Mosque and Al-Ma'rifa School
Area of each apartment: 120 square meters
Number of floors in the building: 3 floors, each floor containing two apartments
Currently available apartments:
Two apartments on the ground floor
One apartment on the third floor
Each apartment consists of:
Men's reception hall with bathroom
Living room
Kitchen
Two bedrooms
Bathroom
Balcony
Skylights
Note: 
The company's commission is 1% of the buyer's income.
Asking price: 190,000 Libyan dinars (negotiable)
For inquiries or more details, please contact Al-Khalan Real Estate Marketing Company.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villas-house-town-al-qawarsha-327c31ce,"349,000 LYD",Benghazi,Qawarsheh,5,4,N/A,Villa,32.032532,20.0625709,"Al-Emad Al-Jadeed Company offers you a unique opportunity to own fully independent villas, with a private entrance for each floor and a design that ensures comfort and privacy.
Location: Al-Qawarsha
Villa Details:
First Floor:
Spacious entrance with parking and front garden
Spacious living room + functional open kitchen with excellent ventilation
Private internal garden
3 spacious bedrooms
Elegant guest room
2 bathrooms
Second Floor:
Separate entrance ensuring privacy
Spacious living room + functional kitchen
3 comfortable bedrooms
Guest room
2 bathrooms
Additional Information:
Price per floor: 349,000, paid in three installments
First payment: 179,000
Second payment: 85,000
Third payment: 85,000
Payments divided over the completion period
For inquiries or more information, please contact Al-Emad Al-Jadeed Company via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-two-story-20th-street-c7ccba92,"500,000 LYD",Benghazi,Independence St,7,4,N/A,House,32.1080993,20.0730038,"Dhilal Real Estate presents a special offer for a spacious house suitable for living or investment, located near the square.
Location:
20th Street - Behind the Clinic, Near the Square
Street: 10 meters
Details:
Ground Floor:
3 Rooms
Hall
Square
Bathroom
Kitchen
Lightroom
First Floor:
4 Rooms
Hall
Square
Bathroom
Kitchen
Balcony
Second Floor:
Roof (Ready for construction)
Additional Information:
Legal Procedures: Ownership with a real estate certificate
Price: 500,000 dinars
For inquiries or more information, please contact us via phone or WhatsApp",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-duplex-karzaz-8ac72d69,,Misrata,Kerzaz,3,5,350 sqm,House,32.3200965,15.0998631,"Misrata Real Estate presents a special offer for a duplex house in a prime location near the Equestrian Club.
Location: Karzaz – near the Equestrian Club
Legal Status: Valid paperwork
Land Area: 350 sq m (on two paved roads)
Built Area: 400 sq m (Ground Floor + First Floor)
The house consists of:
Ground Floor:
Reception room with bathroom
Women's sitting room
Living room
Bathroom
Kitchen
Skylight
Laundry room
First Floor:
Master bedroom with bathroom
2 bedrooms sharing a bathroom
Living room
2 balconies
Additional Information:
Suitable for family living
For inquiries or more information, please contact us by phone or WhatsApp",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-three-floors-baloun-8c4bed77,"5,000,000 LYD",Benghazi,Baloun,7 +,7 +,800 sqm,Villa,32.0656762,20.0836775,"Zilal Real Estate presents a distinguished offer for a luxurious three-story villa with spacious areas and an elegant design, located in the Baloun area. Ideal for family living or investment.
Location: Baloun
Land Area: 800 sq m
Built Area: 320 sq m
Number of Floors: 3
The villa consists of:
6 apartments distributed across the different floors.
The apartments include:
Bedrooms
Bathrooms
Kitchens
Living Rooms
Reception Rooms
Price:
5,000,000 Libyan Dinars
For inquiries or more information, please contact us by phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-ground-floor-with-two-apartments-above-saniya-aziza-a005463e,,Benghazi,Al-Lithi,7 +,6,500 sqm,Villa,32.0927375,20.1325781,"Al Diwan Real Estate Development and Investment Company presents a special offer for a ground floor villa with two apartments above it, in an excellent location near the Gulf Bridge, with spacious areas suitable for both living and investment.
Location:
Highway – Saniya Aziza
Near the Gulf Bridge
A vibrant location close to all essential services
Property Dimensions:
Land Area: 500 sq m
Total Area of Both Floors: 600 sq m
The villa consists of:
Ground Floor:
3 Bedrooms
Living Room
2 Kitchens
Ladies' Reception Room
Reception Room
3 Bathrooms
A perimeter setback
Second Floor – Consists of two separate apartments:
Apartment 1:
3 Bedrooms
Kitchen
Living Room
2 Bathrooms
Apartment 2:
2 Bedrooms
Kitchen
Living Room
Bathroom
For inquiries or more information, please contact us by phone or WhatsApp",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartments-residential-sayeda-aisha-11ac1075,,Benghazi,saida aisha,3,2,170 sqm,Apartment,32.0547375,20.1194219,"Al Diwan Real Estate Development and Investment Company presents a distinguished offer for a prestigious residential compound developed by the company. It features a modern design, a strategic location, and proximity to essential services.
Location:
Near Mohandessin Island – Sayeda Aisha
Only 100 meters from the main road
Excellent location within an area with vital services
Project Details:
The compound consists of 9 buildings
Each building contains only 4 apartments
Apartment sizes: 170 m² and 190 m²
Additional Information:
Ground floor: Setback and private entrance
Exterior finishing is complete
Interior finishing: Unfinished
Fully finished apartments are also available
Compound Features:
Paved roads
Nighttime lighting
Interlocking paving
Separate entrance and exit gates
High privacy and sophisticated organization
Property certificate procedures are ready
For inquiries or more information, please contact us by phone or WhatsApp",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-modern-finishing-al-siraj-7265ecea,,Tripoli,Al Serraj,3,3,180 sqm,Apartment,32.8219063,13.0760273,"Al-Safwa Real Estate in Al-Siraj offers a special deal for a modernly finished apartment in a prime location near Royal Hall and within easy reach of all services.
Location: Al-Siraj - Al-Mawashi Road, near Royal Hall
Floor: Second
Apartment Area: 180 sq m
The apartment consists of:
Men's reception room with bathroom
Living room
Kitchen
Master bedroom with bathroom
Two additional bedrooms
Main bathroom
Skylight
Balcony
Amenities:
Gated community
Close to main roads and services
12-meter wide street
Gated community
For inquiries and more details, please contact Al-Safwa Real Estate in Al-Siraj.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-luxury-al-mushtal-c37070bf,,Tripoli,Al-Mashtal Road,5,3,N/A,Villa,32.8501433,13.3041055,"Al-Mustathmer Real Estate Agency presents a distinguished offer for an elegant villa located in a prestigious area on Al-Mushtal Road. Featuring a modern design and comfortable layout, it combines comfort and luxury.
Location: Al-Mushtal Road
Setback: Garden on 3 sides
Legal Documents: Valid
The villa consists of:
Ground Floor:
Guest bedroom
Bathroom
Open living room overlooking the garden and swimming pool
Two main entrances
First Floor:
Guest kitchen
Bathroom
Open living room
Second Floor:
4 bedrooms
3 bathrooms
Third Floor:
Spacious terrace
Kitchen
Bathroom
Storage room
Laundry room
Additional room
Living room
For inquiries or more information, please contact Al-Mustathmer Real Estate Agency.",0,0,Agent,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-investment-opportunity-al-hadaeq-f2701be3,,Benghazi,Gardens,5,6,N/A,Villa,32.0839375,20.1054531,"Al Majd Real Estate Investment Company presents a rare investment opportunity: a luxurious villa in a prime strategic location directly on the highway.
Location: Al-Hadaeq area – directly on the highway – on three streets
Property Details:
The villa consists of two floors plus a third floor with an ensuite bathroom.
First Floor:
Large living room
Guest reception room
Ladies' room
Living room
Kitchen
2 bathrooms
Second Floor:
5 bedrooms
3 bathrooms
2 living rooms
Kitchen
Additional Information:
An additional 500 square meters of land containing five commercial shops, one of which is a two-story shop
Vacant land plot and side setback adjacent to the shops
Suitable for government institutions, clinics, schools, company headquarters, and other investment activities
Documents: Property certificate + technical specifications within the plan
For any inquiries or further information, please contact Al Majd Real Estate Investment Company.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-for-sale-al-hawari-77a25ceb,,Benghazi,Hawary,2,3,250 sqm,Villa,32.0437183,20.1343032,"Al Farjani Real Estate and Investment Office announces a unique opportunity to own a villa at the price of an apartment in a prestigious location within the Al Rawda neighborhood – Al Wadi Street in the Al Hawari area. The villa features a practical design and ample space for family living.
Location: Al Hawari – Al Rawda Neighborhood – Al Wadi Street
Villa Details:
Land Area: 250 sq m
Built-up Area: 140 sq m
Building System: Foundation and Reinforced Construction
Consists of:
2 Bedrooms, one with ensuite bathroom
Living Room
Bathroom
Reception Room with bathroom
Kitchen
Front Setback
Features:
River water is available on the property, providing constant comfort and a pleasant living environment.
For any inquiries or further information, please contact Al Farjani Real Estate and Investment Office.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/house-for-sale-umm-arhimina-ced47277,"170,000 LYD",Benghazi,om mabroka,2,2,500 sqm,House,31.92713729999999,20.09594839999999,"Al-Ikhwa Office presents a special offer for a house for sale.
House Details:
Location: Umm Mabrouka, Umm Arhimina
Land Area: 500 square meters
Roof Area: 155 square meters
House Consists of:
2 large bedrooms
Spacious living room
Two bathrooms
Full-sized terrace
Asking Price:
170,000
For inquiries or more details, please contact via phone or WhatsApp.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-luxurious-finishing-venice-2-b00fdd25,,Benghazi,Venice 2,2,1,N/A,Apartment,32.0445701,20.0910716,"Al Mawaddah Real Estate Marketing Office presents a special offer for an apartment for sale.
Location: Benghazi - Venice 2
Second Floor
Apartment Details:
Two Bedrooms
Large Living Room
Square Room
Kitchen
2 Bathrooms
Balcony
Note:
The apartment is intended for small families or newlyweds.
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Agent,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-ground-floor-benghazi-al-hawari-be76b09d,"1,400,000 LYD",Benghazi,Hawary,3,4,520 sqm,Villa,32.0437183,20.1343032,"Al-Masmari Company presents a luxurious offer for a ground floor villa with super-luxurious finishing, not yet inhabited, located within a gated compound characterized by privacy and security in the Al-Hawari area - Al-Riyada International School Street.
Location: Al-Hawari - Al-Riyada International School Street - within a gated compound
Property Details:
Land Area: 520 m
Roof Area: 270 m
Super-luxurious finishing - New and not yet inhabited
The villa consists of:
Men's Salon
Reception Hall
3 Bedrooms
4 Bathrooms
Kitchen
Additional Information:
Real Estate Certificate Procedures
River Water Available
Price: 1.4 Million
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-skeleton-apartments-al-qawarsha-f8795c94,"1,500,000 LYD",Benghazi,Qawarsheh,6,6,1000 sqm,Villa,32.032532,20.0625709,"Al-Masmari Real Estate, Contracting, and Engineering Consulting offers you a special offer to purchase a luxurious skeleton villa with two independent apartments in a strategic location close to services.
Location: Al-Shajar Street - British University Street
Property Details:
Land Area: 1,000 m²
Ground Floor Area (Roofed): 450 m²
First Floor Area (Roofed): 500 m²
The villa consists of:
Two apartments with a separate entrance
Each apartment consists of:
Bedrooms
Bathroom
Living Room
Kitchen
Additional Information:
Real Estate Certificate Procedures
River Water
Price: 1,500,000 Libyan Dinars (Negotiable)
For inquiries or more information, please contact Al-Masmari Real Estate, Contracting, and Engineering Consulting via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-ground-floor-near-al-najila-buildings-dfd7a98e,"145,000 LYD",Tripoli,Alnejela,2,1,N/A,Apartment,32.86926819999999,13.1110458,"Al-Sayed Real Estate presents a special offer for an apartment in a strategic location, with a private entrance and on two streets, close to the main road.
Location:
Near Al-Najila Buildings, behind Al-Basha Bathhouse
Ground Floor
Area and Features:
Private Entrance
On Two Streets
Ownership Documents: Holy Land
Apartment Details:
2 Bedrooms
Living Room
Kitchen
Storage Room
Bathroom
Small Garden
Price:
145,000 Dinars
Additional Information:
Excellent Residential Location
Ready-to-Move-In Apartment
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-apartments-and-annex-sindbad-neighborhood-d508a1b1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-story-separate-ain-zara-232fa793,,Tripoli,Ain Zara,4,5,366 sqm,Villa,32.816667,13.266667,"Arzaq Real Estate Marketing presents an exclusive and distinctive offer for the purchase of a two-story villa with a personalized design and luxurious finishes in the heart of Ain Zara, in a quiet and distinguished neighborhood close to all essential services.
Offer No.: 0100
Location:
Ain Zara – Al-Khamsa Street (the center), near the river and the country, far from the Royal Mall, Happy Land Park Street, Al-Qarqani, and Zawiya.
Area:
Land area: 366 m²
Ground floor area: 255 m²
First floor area: 125 m²
Total roof area: 380 m²
Villa details:
Ground floor:
Elegant men's salon with private bathroom
Women's reception hall
Practical kitchen connected to the living room
2 bedrooms with interior views
Master bathroom
Master bedroom with en-suite bathroom
Service skylight
Upper floor:
Spacious master bedroom suite with private bathroom
Additional kitchen
Family living room
Second bedroom
Master bathroom
Villa specifications:
Private water well
Well water feseekh + river water feseekh
Fitted kitchen with cabinet and extractor fan
Marble floors
Installed bathroom heaters
First-class doors and windows
Documents:
Title documents ready, sacred title deed
Additional information:
Excellent residential location
Ready-to-move-in villa
Exclusive and special offer
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/home-residential-area-al-hawari-3dbb4b65,"360,000 LYD",Benghazi,Hawary,2,2,500 sqm,House,32.0437183,20.1343032,"Smart Investment offers you a unique opportunity to own a home in a high-end and quiet residential area, in a prime location.
Location: Al Hawari Shell Al Barsha - Singapore Plan
Area:
Land: 500 square meters
Covered Area: 170 square meters
Internal Division:
Hall
Kitchen
2 Bathrooms
2 Bedrooms
Third Room (Square)
Wide Setback
Specifications:
Pitchered Door to Yard
Water Well
High-end and Quiet Residential Area
Procedures: Real Estate Certificate
Price: 360,000
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-finished-tablino-eef0bb83,"420,000 LYD",Benghazi,Tabalino,3,2,200 sqm,Apartment,32.0766476,20.058366,"Al Naseem Tablino Real Estate Investment Office offers you an apartment for sale.
Location: Tablino
Floor: First floor
Apartment area: 200 m²
Apartment details:
3 bedrooms
Large living room
Square room
Balcony
Kitchen
2 bathrooms
Apartment features:
Sewage on the main road
The building was built in 2021 and is mostly inhabited
River water
Price: 420,000 LBP
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-and-annex-al-saraj-5586aaea,,Tripoli,Al Serraj,5,5,180 sqm,Villa,32.8219063,13.0760273,"Al-Safwa Real Estate Company presents to you a special offer for a two-story villa and an annex for sale with modern specifications and an ideal area:
Location: Al-Saraj - Livestock Road, near Al-Sahaba Mosque
Land Area: 180 m²
Roof Area: 350 m²
Consists of:
First Floor:
Men's Reception + Bathroom
Master Bathroom
Living Room
Kitchen
Indoor Skylight
Swimming Pool
Second Floor:
Master Bedroom + Bathroom
2 Bedrooms
Master Bathroom
Hall
Skylight
Balcony
Annex:
Kitchen
Hall
Amenities and Features:
Closed Partition
12-meter-wide asphalt street
Close to all services
Real Estate Certificate
Water Well
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-fifth-floor-salah-el-din-51f4916a,"600,000 LYD",Tripoli,Salah Al-dien,1,1,N/A,Apartment,32.8310174,13.2141806,"7 October Real Estate Investment offers you a furnished apartment in a prime location within a residential complex that offers easy access and nearby amenities.
Location: Salah El Din
The apartment consists of:
Bedroom
Living Room
Kitchen
Bathroom
Additional Information:
Fully furnished
Sale: 600,000
For inquiries or more information, please contact us via phone or WhatsApp",1,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/apartment-for-sale--f69f0dd0,"325,000 LYD",Tripoli,Al-Jumhuriya Street,2,1,90 sqm,Apartment,32.8852668,13.1933389,"Apartment for Sale - Shouqi Street
Location: Shouqi Street (شارع شوقي), near the Diplomatic Hotel (فندق الربلوماسي).
Layout:
2 Bedrooms (غرف)
1 Bathroom (حمام)
1 Central Living Area (وسط منزل - often means a central hall or living space)
1 Kitchen (مطبخ)
Plus: 1 Room on the Rooftop (غرفة في السطح)
Condition: Recently renovated/modern maintenance (صيانة حديثة).
Price & Contact:
Selling Price: 325,000 D.L. (Three Hundred Twenty-Five Thousand Libyan Dinars).
Additional Information: A video tour is available for this apartment, along with other listings.
Contact for Inquiry:
Display phone number
Display phone number",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-balcony-tripoli-zawiyat-al-dahmani-3c1d1859,,Tripoli,Zawiyat Al-Dahmani,2,1,N/A,Apartment,32.89541054828323,13.203731802115275,"The Amazon Real Estate and General Services Office offers you a unique opportunity to own a clean, ready-to-move-in apartment.
Location: Tripoli - Zawiyat Al-Dahmani, opposite Deribika School
Floor: Third
Apartment Details:
2 Bedrooms
Living Room
Kitchen
Bathroom
Balcony
Note:
Located within a clean and organized building.
For inquiries or more information, please contact the Amazon Real Estate and General Services Office via phone or WhatsApp.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-and-annex-tripoli-al-sarraj-a676a8ef,"1,850,000 LYD",Tripoli,Al Serraj,4,5,250 sqm,Villa,32.8219063,13.0760273,"MORES Real Estate presents a special offer for a luxurious villa with a modern design and high-end finishes, strategically located in one of Tripoli's most prestigious areas. 
Location: Al-Saraj - Thalajat Road, near Concord Hall
Land area: 250 square meters
Total covered area: 450 square meters
Villa details:
First floor:
Men's reception hall with private bathroom
Women's reception hall
Show kitchen
Service bathroom
Indoor garden containing a swimming pool
Second floor:
Service kitchen or coffee corner
Living room
Service bathroom
2 bedrooms
Master bedroom with dressing room and private bathroom
Annex:
Bedroom
Bathroom
Kitchen
Living room
2 terraces
Villa features:
Water well
12-meter-wide paved street
Wood-framed doors
Pyramidal canopy inside the garden
Located within a modern, upscale residential complex
Close to all services and markets
Price: 1,850,000 (negotiable)
For inquiries or more details, please contact MORES Real Estate via phone or WhatsApp",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-and-annex-tripoli-al-sarraj-04a5923d,"1,250,000 LYD",Tripoli,Al Serraj,4,5,200 sqm,Villa,32.8219063,13.0760273,"MORES Real Estate presents a special offer for a modern villa with an elegant design and luxurious finishes for 2025. It is strategically located near Zad Al-Nafeh Market, within a quiet residential area that offers comfort and privacy.
 Location: Al-Saraj - near Zad Al-Nafeh Market
Land area: 200 m²
Total covered area: 370 m²
The villa consists of:
First floor:
Spacious men's reception hall
Elegant women's reception hall
Private bathroom on the first floor
Elegant indoor garden
Modern swimming pool
Second floor:
Master room with private bathroom
3 additional bedrooms with comfortable design
Service bathroom
Spacious living room
Annex:
Bedroom
Private bathroom
Balcony overlooking
Villa features:
Water well
12-meter-wide paved street
Close to Zad Al-Nafeh Market and all vital services
Modern design and luxurious finishing using the finest materials
Legal documents: Ready and complete
Price: 1,250,000 (negotiable)
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/--c1fef737,"200,000 LYD",Tripoli,Al Serraj,3,2,N/A,Apartment,32.8219063,13.0760273,"شقق نصف تشطيب للببع مساحات 
154. متر السعر 210. الف دينار
131 متر السعر 200. الف دينار
127 متر السعر 195. الف دينار
يوجد مكان للسيارات المكان السراج شارع اسطنبول قرب مسجد الغدير جميع الخدمات موجودة مدرسة عامة ومدارس خاصة مستوصف اسواق للتواصل 
مكتب حي اسطنبول للعقارات 
Display phone number 
Display phone number",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-finished-2025-tourist-area-83b45fad,"6,000,000 LYD",Tripoli,Al-Seyaheyya,6,6,300 sqm,Villa,32.8526931,13.0731459,"Zawiya Tripoli Real Estate offers you a unique opportunity to own a luxurious villa with contemporary and modern finishing for 2025, spacious areas, and comprehensive amenities. Area:
Land area: 300 m²
Roof area: 740 m²
The villa is located on two facades.
The villa consists of:
Ground floor:
Men's reception hall with private bathroom
2 women's reception halls with bathroom
Main kitchen
First floor:
Master bedroom with private bathroom
Second master bedroom with private bathroom
2 children's bedrooms with bathrooms
Family living room
Service kitchenette
Third floor (small annex):
Bedroom
Kitchen
Bathroom
Laundry room
Additional features:
Original Italian elevator
Full marble finishes for floors, walls, and bathrooms
Top-quality aluminum windows
A swimming pool with excellent engineering specifications measuring 4 x 10 meters
Price: 6,000,000 dinars
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/villa-7-star-finishing-al-hawari-0e51984a,"850,000 LYD",Benghazi,Hawary,3,4,250 sqm,Villa,32.0437183,20.1343032,"Al-Naseem Tablino Real Estate Investment Office presents a special offer for the purchase of a luxurious 7-star villa in a prime location in Benghazi – behind Sinbad.
 Location: Benghazi / Behind Sindbad
Area:
Land area: 250 m²
Roofed area: 220 m²
The villa is located on two streets:
The main street is 20 meters wide
The secondary street is 15 meters wide
Front and side setback
The villa consists of:
3 bedrooms
Hall
Saloon
Kitchen
4 bathrooms
2 courtyards
Additional information:
Built on strong concrete foundations and an external wall
High-quality aluminum steel
Security camera system
High-quality porcelain flooring
Axial height: 3.5 meters with a luxurious external door
Landscape and green spaces
Italian wire for protection
Fully recessed lighting
Room doors are 2.40 meters high
Full Spanish and Italian finishing to the finest specifications
Price: 850,000 dinars
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-super-lux-sayyida-aisha-d21b243a,,Benghazi,saida aisha,7,6,700 sqm,Villa,32.0547375,20.1194219,"Mohamed Najm Real Estate Marketing Group presents a special offer for the purchase of a luxury villa in a prime location within the Mansouri Project - Benghazi, Sayyida Aisha.
Offer No. 1399
Location: Benghazi / Sayyida Aisha - Mansouri Project
Area:
Land area: 700 m²
Roof area: 300 m²
The villa consists of:
First floor:
Master bedroom with bathroom
Two bedrooms with bathroom
Living room
Kitchen
Ladies' salon with bathroom
Men's salon with bathroom
Second floor:
Two identical apartments, each consisting of:
Two bedrooms
Living room
Kitchen
Bathroom
Living room
Additional information:
Outdoor barbecue area
Swimming pool
Electric generator
For inquiries or more information, please contact us via phone or WhatsApp.",0,0,Owner,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-excellent-finishing-souq-al-juma-7a574d35,"2,500,000 LYD",Tripoli,Salah Al-dien,4,4,N/A,Villa,32.8310174,13.2141806,"Al-Hanaa Real Estate Investment and Contracting Office presents a special offer for a villa with excellent finishing, strategically located in the heart of Souq Al-Juma, near the service highway.
Location: Souq Al-Juma - Al-Kanar Street
Number of floors: 3
The villa overlooks a 12-meter-wide paved road, within a residential neighborhood and within the master plan, and is connected to the water and sewage networks.
The villa consists of:
Ground floor:
Men's reception hall
2 bathrooms
Women's reception hall
Kitchen
Outdoor terrace
First floor:
Master bedroom suite (bedroom + bathroom + dressing room + terrace)
Service kitchen
Living room
Third floor:
Bedroom suite (bedroom + bathroom)
2 bedrooms
Bathroom
Living room
Features:
Fully equipped kitchens
Security camera system
Parking area with electric gate
Proximity to all public and private services
Price: 2,500,000 Libyan dinars (negotiable)
For inquiries or more information, please contact Al Hanaa Real Estate Investment and Contracting Company.",0,0,Agent,N/A,N/A
https://bahu.ly/en/offers-details/residential-for-sale/villa-two-floors-and-annex-seventh-road-118f8406,"2,600,000 LYD",Tripoli,Al Sabaa,4,5,250 sqm,Villa,32.8560998,13.2620192,"Al Hanaa Real Estate Investment and Contracting Office presents a special offer for two villas with modern finishes and a prime location on Seventh Road, near the Republic Bank. Location: Seventh Street - near the Republic Bank
Land area: 250 square meters for each villa
Roofed area of the three floors: 470 square meters for each villa
Number of floors: Two floors and an annex
The villa overlooks a paved road and is connected to the water and sewage network
The villa consists of:
Ground floor:
Reception hall
Bathroom
Hall
Kitchen
Living room
External terrace
First floor:
Master bedroom suite (bedroom + bathroom + terrace)
2 bedrooms
Bathroom
Annex:
Bedroom suite (bedroom + bathroom)
Service kitchen
External terrace
Features:
Modern design and excellent finishing
Location close to public and private services
Complete infrastructure
Price: 2,600,000 Libyan dinars for each villa
For inquiries or more information, please contact Al-Hanaa Real Estate Investment and Contracting Office via phone or WhatsApp.",0,0,Agent,N/A,0
https://bahu.ly/en/offers-details/residential-for-sale/apartment-air-conditioners-tripoli-al-sarraj-1061a687,"650,000 LYD",Tripoli,Al Serraj,3,3,200 sqm,Apartment,32.8219063,13.0760273,"Al-Nakheel General Contracting and Real Estate Investment Company presents a special offer for a spacious apartment.
Location: Al-Sarraj - Livestock and Meat Road
Area: 200 square meters
Floor: Third
The apartment consists of:
A living room
A men's salon
3 bedrooms
3 bathrooms
A fully equipped kitchen
Additional specifications:
Electric elevator
Dedicated parking
Air Conditioners
Ownership: Muqaddas
Price: 650,000 Libyan dinars
For inquiries or more information, please contact us via phone or WhatsApp",0,0,Owner,N/A,N/A
