price,location,city,neighborhood,bedrooms,bathrooms,furnished?,surface_area,land_area,number_of_floors,building_age,facade,property_mortgaged?,lister_type,payment_method,category,subcategory,floor,reference_id,main_amenities,nearby,additional_amenities,property_status,country,real_estate_type,zoned_for
6500000.0,"https://www.google.com/maps/search/?api=1&query=32.067795,20.110304&zoom=15",Benghazi,Al-Fuwayhat,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,500 meter square,1180 meter square,2 Floors,10 - 19 years,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
750000.0,"https://www.google.com/maps/search/?api=1&query=32.06778,20.110458&zoom=15",Benghazi,Bohdema,,,,200 meter square,200 meter square,4 Floors,10 - 19 years,Northern,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
3500000.0,"https://www.google.com/maps/search/?api=1&query=0.932727,0.586328&zoom=15",Benghazi,Al Hawary,,,,2000 meter square,1000 meter square,3 Floors,0 - 11 months,Northeast,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
1100000.0,"https://www.google.com/maps/search/?api=1&query=32.067772,20.110462&zoom=15",Benghazi,Dakkadosta,,,,250 meter square,300 meter square,5+ floors,,,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
6000000.0,"https://www.google.com/maps/search/?api=1&query=32.067749,20.069267&zoom=15",Benghazi,Qaminis,3 Bedrooms,2 Bathrooms,Unfurnished,250 meter square,400 meter square,1 Floor,10 - 19 years,Eastern,No,Landlord,,Property For Sale,Villas for Sale,,,,,,,,,
5000000.0,,Tripoli,Al-Hadba Al-Khadra,4 Bedrooms,2 Bathrooms,Furnished,180 meter square,400 meter square,1 Floor,20+ years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
400000.0,"https://www.google.com/maps/search/?api=1&query=31.590704,19.999488&zoom=15",Benghazi,Al Hada'iq,More Than 6 Bedrooms,More Than 6 Bathrooms,Furnished,1899 meter square,,,Under Construction,Northeast,No,Agent,,Property For Sale,Apartments for Sale,More than 10 floors,,,,,,,,
1100000.0,"https://www.google.com/maps/search/?api=1&query=32.845535,13.18363&zoom=15",Tripoli,Abu Saleem,4 Bedrooms,3 Bathrooms,Unfurnished,220 meter square,150 meter square,2 Floors,0 - 11 months,Southeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
96723200.0,"https://www.google.com/maps/search/?api=1&query=32.119424,20.086791&zoom=15",Tripoli,Al-Hadaba'tool Rd,4 Bedrooms,2 Bathrooms,Semi Furnished,144 meter square,144 meter square,2 Floors,20+ years,Southern,Yes,Landlord,Cash,Property For Sale,Homes for Sale,,000000000000,,,,,,,
390000.0,"https://www.google.com/maps/search/?api=1&query=32.792828,13.165126&zoom=15",Tripoli,Al-Serraj,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,500 meter square,230 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
700000.0,"https://www.google.com/maps/search/?api=1&query=32.831431,13.209839&zoom=15",Tripoli,Al-Serraj,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,350 meter square,170 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
2200000.0,,Misrata,Al-Ramla,2 Bedrooms,One Bathroom,Unfurnished,100 meter square,,,10 - 19 years,Northern,No,Agent,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
950000.0,,Tripoli,Gorje,4 Bedrooms,2 Bathrooms,Unfurnished,110 meter square,110 meter square,2 Floors,20+ years,Southern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
500000.0,,Tripoli,Al-Serraj,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,350 meter square,350 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
625000.0,"https://www.google.com/maps/search/?api=1&query=32.871208,13.146643&zoom=15",Tripoli,Ain Zara,4 Bedrooms,4 Bathrooms,Unfurnished,256 meter square,155 meter square,2 Floors,0 - 11 months,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
950000.0,,Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,635 meter square,400 meter square,3 Floors,1 - 5 years,Northwest,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
760000.0,"https://www.google.com/maps/search/?api=1&query=32.792278,13.315684&zoom=15",Benghazi,Al Hawary,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,420 meter square,580 meter square,2 Floors,6 - 9 years,Northern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
16000.0,"https://www.google.com/maps/search/?api=1&query=32.809235,13.318665&zoom=15",Tripoli,Arada,More Than 6 Bedrooms,3 Bathrooms,Unfurnished,290 meter square,300 meter square,2 Floors,1 - 5 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1500000.0,"https://www.google.com/maps/search/?api=1&query=32.041395,20.130351&zoom=15",Tripoli,Other,More Than 6 Bedrooms,3 Bathrooms,Unfurnished,145 meter square,145 meter square,3 Floors,20+ years,Southern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
10000.0,"https://www.google.com/maps/search/?api=1&query=32.871803,13.244706&zoom=15",Tripoli,Al-Serraj,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,180 meter square,350 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
15874520.0,"https://www.google.com/maps/search/?api=1&query=32.886341,13.191628&zoom=15",Tripoli,Al-Serraj,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,485 meter square,200 meter square,3 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
950000.0,,Tripoli,Al-Serraj,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,380 meter square,200 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
1150000.0,,Tripoli,Al-Serraj,5 Bedrooms,4 Bathrooms,Unfurnished,550 meter square,470 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
1250000.0,,Tripoli,Al-Serraj,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,180 meter square,320 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
3000000.0,,Tripoli,Al-Zawiyah St,,,,350 meter square,400 meter square,5+ floors,20+ years,Northern,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
1050000.0,,Tripoli,Kashlaf,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,2147483647 meter square,600 meter square,3 Floors,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Balcony,,,,,,
4256087.0,"https://www.google.com/maps/search/?api=1&query=32.878468,13.190663&zoom=15",Tripoli,Ain Zara,5 Bedrooms,4 Bathrooms,Unfurnished,280 meter square,500 meter square,2 Floors,1 - 5 years,Southwest,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
5500000.0,"https://www.google.com/maps/search/?api=1&query=32.861349,13.131945&zoom=15",Tripoli,Al-Zawiyah St,3 Bedrooms,One Bathroom,Unfurnished,135 meter square,135 meter square,1 Floor,20+ years,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
4870569.0,"https://www.google.com/maps/search/?api=1&query=32.860832,13.177612&zoom=15",Tripoli,Mizran St,,,,240 meter square,240 meter square,5+ floors,10 - 19 years,Southern,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
800000.0,,Tripoli,University of Tripoli,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,640 meter square,500 meter square,2 Floors,1 - 5 years,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
6300058.0,"https://www.google.com/maps/search/?api=1&query=32.874462,13.171486&zoom=15",Tripoli,Al-Zawiyah St,4 Bedrooms,One Bathroom,Unfurnished,180 meter square,188 meter square,1 Floor,20+ years,Western,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
45086270.0,"https://www.google.com/maps/search/?api=1&query=32.847765,13.222974&zoom=15",Tripoli,Airport Road,3 Bedrooms,2 Bathrooms,Furnished,140 meter square,,,Under Construction,,No,Agent,Cash,Property For Sale,Apartments for Sale,Second Floor,,,,Elevator,,,,
8742809.0,,Benghazi,Sidi Khalifa,2 Bedrooms,One Bathroom,Unfurnished,90 meter square,315 meter square,1 Floor,1 - 5 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
270000.0,"https://www.google.com/maps/search/?api=1&query=32.753298,13.143588&zoom=15",Benghazi,Sidi Khalifa,2 Bedrooms,One Bathroom,Unfurnished,90 meter square,315 meter square,1 Floor,1 - 5 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
110000.0,"https://www.google.com/maps/search/?api=1&query=32.211449,20.18026&zoom=15",Tripoli,Airport Road,5 Bedrooms,3 Bathrooms,Unfurnished,170 meter square,705 meter square,2 Floors,1 - 5 years,Southwest,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,Staircase,,,,
96723200.0,,Tripoli,Souq Al-Juma'a,More Than 6 Bedrooms,5 Bathrooms,Unfurnished,600 meter square,1000 meter square,2 Floors,20+ years,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,Supermarket,,,,,
450000.0,"https://www.google.com/maps/search/?api=1&query=32.753298,13.143588&zoom=15",Tripoli,Al-Serraj,3 Bedrooms,2 Bathrooms,Furnished,220 meter square,,,Under Construction,Southeast,No,Agent,Cash,Property For Sale,Apartments for Sale,Second Floor,,,,,,,,
7000.0,"https://www.google.com/maps/search/?api=1&query=32.894363,13.234073&zoom=15",Tripoli,Al-Hashan,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,1300 meter square,1001 meter square,3 Floors,6 - 9 years,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.821906,13.076027&zoom=15",Tripoli,Souq Al-Juma'a,More Than 6 Bedrooms,5 Bathrooms,Unfurnished,180 meter square,171 meter square,2 Floors,6 - 9 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,Staircase,,,,
13000000.0,"https://www.google.com/maps/search/?api=1&query=32.830164,13.238658&zoom=15",Benghazi,Assabri,2 Bedrooms,One Bathroom,Unfurnished,120 meter square,,,20+ years,Southern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Semi Ground Floor,,Balcony,,BBQ Area,,,,
970000.0,"https://www.google.com/maps/search/?api=1&query=32.870502,13.262682&zoom=15",Tripoli,Wadi Al-Rabi,Studio,One Bathroom,Semi Furnished,30 meter square,150 meter square,,Under Construction,Southern,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,,,,,
135000.0,"https://www.google.com/maps/search/?api=1&query=32.141926,20.083677&zoom=15",Tripoli,Al-Jamahirriyah St,,,,333 meter square,3333 meter square,2 Floors,20+ years,Western,No,Landlord,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
68000.0,"https://www.google.com/maps/search/?api=1&query=32.700481,13.316745&zoom=15",Jafara,Aziziya,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,379 meter square,700 meter square,2 Floors,10 - 19 years,Northern,Yes,Landlord,Cash,Property For Sale,Homes for Sale,,55⁵55,,,,,,,
150000.0,"https://www.google.com/maps/search/?api=1&query=32.846152,13.163235&zoom=15",Tripoli,Tajura,3 Bedrooms,2 Bathrooms,Unfurnished,200 meter square,360 meter square,2 Floors,6 - 9 years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,0911467816,Air Conditioning,Mosque,,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.516372,13.009701&zoom=15",Marj,Other,3 Bedrooms,2 Bathrooms,Unfurnished,215 meter square,,,Under Construction,Northern,No,Landlord,Cash,Property For Sale,Apartments for Sale,First Floor,,,,,,,,
250000.0,"https://www.google.com/maps/search/?api=1&query=32.792324,13.34971&zoom=15",Tripoli,Al-Baesh,3 Bedrooms,One Bathroom,Furnished,125 meter square,250 meter square,,0 - 11 months,,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,,,,,
265000.0,"https://www.google.com/maps/search/?api=1&query=32.498225,20.819529&zoom=15",Benghazi,Keesh,2 Bedrooms,One Bathroom,Semi Furnished,150 meter square,,,10 - 19 years,,No,Agent,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,,,,,,
335000.0,"https://www.google.com/maps/search/?api=1&query=32.743595,13.350499&zoom=15",Tripoli,Al-Serraj,4 Bedrooms,5 Bathrooms,Unfurnished,470 meter square,227 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,348,Private Pool,,,,,,
330000.0,"https://www.google.com/maps/search/?api=1&query=32.069254,20.06723&zoom=15",Tripoli,Airport Road,3 Bedrooms,One Bathroom,Unfurnished,110 meter square,,,10 - 19 years,Eastern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,,,,,,
348348.0,,Tripoli,Ain Zara,,,,450 meter square,530 meter square,3 Floors,1 - 5 years,Northeast,No,Landlord,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
1050000.0,,Tripoli,Al-Sabaa,More Than 6 Bedrooms,4 Bathrooms,Semi Furnished,450 meter square,300 meter square,2 Floors,0 - 11 months,Southeast,No,Agent,Cash,Property For Sale,Villas for Sale,,1313,,,,,,,
180000.0,,Benghazi,Dakkadosta,4 Bedrooms,2 Bathrooms,Unfurnished,150 meter square,,,1 - 5 years,Southern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
1300000.0,"https://www.google.com/maps/search/?api=1&query=32.856098,13.262019&zoom=15",Misrata,Other,3 Bedrooms,2 Bathrooms,Unfurnished,200 meter square,,,6 - 9 years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Semi Ground Floor,,,,,,,,
370000.0,"https://www.google.com/maps/search/?api=1&query=32.064617,20.085917&zoom=15",Tripoli,Al-Bivio,4 Bedrooms,2 Bathrooms,Unfurnished,170 meter square,220 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
10000.0,"https://www.google.com/maps/search/?api=1&query=32.327154,15.099354&zoom=15",Tripoli,Al-Mashtal Rd,Studio,One Bathroom,Furnished,200 meter square,200 meter square,1 Floor,20+ years,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Central Air Conditioning,Bank / ATM,Security,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.852535,13.318093&zoom=15",Tripoli,Salah Al-Din,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,300 meter square,560 meter square,2 Floors,0 - 11 months,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
15000.0,"https://www.google.com/maps/search/?api=1&query=32.846047,13.305668&zoom=15",Tripoli,Al-Zawiyah St,3 Bedrooms,One Bathroom,Unfurnished,150 meter square,,,10 - 19 years,Northern,No,Agent,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,Garage Parking,,,,
1800000.0,,Tripoli,Ain Zara,3 Bedrooms,2 Bathrooms,Unfurnished,90 meter square,,,1 - 5 years,Eastern,No,Landlord,Cash,Property For Sale,Apartments for Sale,First Floor,,,,,,,,
315000.0,"https://www.google.com/maps/search/?api=1&query=32.881111,13.191559&zoom=15",Tripoli,Ghut Shaal,4 Bedrooms,2 Bathrooms,Unfurnished,200 meter square,200 meter square,1 Floor,20+ years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
30000.0,"https://www.google.com/maps/search/?api=1&query=32.784836,13.250104&zoom=15",Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,185 meter square,200 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
900000.0,"https://www.google.com/maps/search/?api=1&query=32.857201,13.105407&zoom=15",Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,180 meter square,160 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
550000.0,,Tripoli,Ras Hassan,More Than 6 Bedrooms,3 Bathrooms,Semi Furnished,152 meter square,152 meter square,2 Floors,20+ years,Western,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
475000.0,,Tripoli,Other,5 Bedrooms,5 Bathrooms,Furnished,540 meter square,502 meter square,2 Floors,1 - 5 years,Northeast,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
850000.0,"https://www.google.com/maps/search/?api=1&query=32.72456,13.231413&zoom=15",Tripoli,Ain Zara,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,280 meter square,200 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
2300000.0,"https://www.google.com/maps/search/?api=1&query=32.817348,13.119887&zoom=15",Tripoli,Al-Jadada'a,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,270 meter square,500 meter square,3 Floors,10 - 19 years,Eastern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
610000.0,,Tripoli,Ain Zara,4 Bedrooms,2 Bathrooms,Unfurnished,155 meter square,175 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1350000.0,"https://www.google.com/maps/search/?api=1&query=32.803908,13.329058&zoom=15",Tripoli,Jazeerat Al-Fahm,4 Bedrooms,3 Bathrooms,Unfurnished,200 meter square,300 meter square,2 Floors,10 - 19 years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
275000.0,,Tripoli,Tareeq Al-Mashtal,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,335 meter square,230 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
600000.0,"https://www.google.com/maps/search/?api=1&query=32.813217,13.17573&zoom=15",Tripoli,Ain Zara,3 Bedrooms,3 Bathrooms,Unfurnished,210 meter square,215 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
975000.0,,Tripoli,Zanatah,,,,,,,,,No,Agent,Cash,Property For Sale,Foreign Real Estate for Sale,,,,,,Complete,Libya,Land,
440000.0,,Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,230 meter square,,,0 - 11 months,,No,Agent,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
15000000.0,,Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,150 meter square,180 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
650000.0,,Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,150 meter square,175 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
360000.0,,Tripoli,Ain Zara,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,260 meter square,175 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
320000.0,,Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,187 meter square,165 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
645000.0,,Tripoli,Ain Zara,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,370 meter square,320 meter square,2 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
480000.0,,Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,155 meter square,175 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
900000.0,,Tripoli,Tajura,4 Bedrooms,3 Bathrooms,Unfurnished,180 meter square,250 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
275000.0,,Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,158 meter square,178 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
480000.0,,Tripoli,Al-Serraj,3 Bedrooms,2 Bathrooms,Unfurnished,140 meter square,,,Under Construction,Eastern,No,Landlord,Cash,Property For Sale,Apartments for Sale,First Floor,,,,,,,,
295000.0,,Tripoli,Ain Zara,3 Bedrooms,2 Bathrooms,Unfurnished,190 meter square,,,Under Construction,Southwest,No,Landlord,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,,,,,,
200000.0,"https://www.google.com/maps/search/?api=1&query=32.807269,13.096606&zoom=15",Tripoli,Al-Maqrif,3 Bedrooms,One Bathroom,Unfurnished,150 meter square,,,20+ years,Northern,No,Agent,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
380000.0,"https://www.google.com/maps/search/?api=1&query=32.786404,13.325174&zoom=15",Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,180 meter square,205 meter square,1 Floor,Under Construction,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
525000.0,,Tripoli,Al-Shok Rd,More Than 6 Bedrooms,5 Bathrooms,Semi Furnished,650 meter square,420 meter square,3 Floors,0 - 11 months,Northern,No,Agent,Cash,Property For Sale,Villas for Sale,,111,,,,,,,
490000.0,,Tripoli,Al-Hashan,4 Bedrooms,2 Bathrooms,Unfurnished,150 meter square,412 meter square,2 Floors,20+ years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
3600000.0,,Tripoli,Khallet Alforjan,3 Bedrooms,2 Bathrooms,Unfurnished,165 meter square,185 meter square,1 Floor,Under Construction,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,Staircase,,,,
1200000.0,"https://www.google.com/maps/search/?api=1&query=32.869293,13.236674&zoom=15",Tripoli,Khallet Alforjan,3 Bedrooms,2 Bathrooms,Unfurnished,165 meter square,185 meter square,1 Floor,Under Construction,Northwest,Yes,Landlord,Cash,Property For Sale,Homes for Sale,,,,,Staircase,,,,
250000.0,"https://www.google.com/maps/search/?api=1&query=32.603336,13.245816&zoom=15",Tripoli,Khallet Alforjan,3 Bedrooms,3 Bathrooms,Unfurnished,170 meter square,135 meter square,1 Floor,6 - 9 years,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,١٩٧٤,,,,,,,
250000.0,"https://www.google.com/maps/search/?api=1&query=32.603149,13.245832&zoom=15",Tripoli,Abu Saleem,3 Bedrooms,One Bathroom,Unfurnished,120 meter square,,,1 - 5 years,Eastern,No,Agent,Cash,Property For Sale,Apartments for Sale,Ground Floor,,Electric Shutters,,,,,,
400000.0,"https://www.google.com/maps/search/?api=1&query=32.745148,13.249165&zoom=15",Tripoli,Al-Baesh,5 Bedrooms,3 Bathrooms,Unfurnished,200 meter square,500 meter square,2 Floors,1 - 5 years,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,Mosque,,,,,
13000.0,,Tripoli,Alfornaj,3 Bedrooms,3 Bathrooms,Furnished,190 meter square,,,0 - 11 months,Western,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
160000.0,"https://www.google.com/maps/search/?api=1&query=32.76339,13.356032&zoom=15",Benghazi,Qaminis,3 Bedrooms,2 Bathrooms,Unfurnished,250 meter square,400 meter square,1 Floor,10 - 19 years,Western,No,Landlord,,Property For Sale,Homes for Sale,,,,,,,,,
750000.0,"https://www.google.com/maps/search/?api=1&query=32.824398,13.245737&zoom=15",Tripoli,Abu Saleem,4 Bedrooms,3 Bathrooms,Unfurnished,660 meter square,241 meter square,3 Floors,Under Construction,Eastern,No,Landlord,Cash,Property For Sale,Villas for Sale,,0912202079,,,,,,,
400000.0,"https://www.google.com/maps/search/?api=1&query=31.663316,20.01688&zoom=15",Tripoli,Al-Nofliyen,3 Bedrooms,One Bathroom,Unfurnished,116 meter square,118 meter square,1 Floor,20+ years,Western,No,Agent,Cash,Property For Sale,Homes for Sale,,520,,,Facilities for the Disabled,,,,
720000.0,"https://www.google.com/maps/search/?api=1&query=32.809074,13.185782&zoom=15",Tripoli,Al-Baesh,3 Bedrooms,One Bathroom,Unfurnished,145 meter square,3200 meter square,,1 - 5 years,Northeast,No,Agent,Cash,Property For Sale,Farms & Chalets for Sale,,521,,,,,,,
560000.0,"https://www.google.com/maps/search/?api=1&query=32.887634,13.218634&zoom=15",Tripoli,Tajura,2 Bedrooms,One Bathroom,Furnished,118 meter square,500 meter square,,1 - 5 years,Western,No,Agent,Cash,Property For Sale,Farms & Chalets for Sale,,,,,,,,,
1900000.0,"https://www.google.com/maps/search/?api=1&query=32.887657,13.21858&zoom=15",Tripoli,Souq Al-Juma'a,3 Bedrooms,2 Bathrooms,Unfurnished,140 meter square,140 meter square,1 Floor,20+ years,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Air Conditioning,,Facilities for the Disabled,,,,
300000.0,"https://www.google.com/maps/search/?api=1&query=32.827942,13.381835&zoom=15",Tripoli,Other,4 Bedrooms,3 Bathrooms,Unfurnished,165 meter square,255 meter square,1 Floor,0 - 11 months,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,Garage Parking,,,,
1200000.0,"https://www.google.com/maps/search/?api=1&query=32.802544,13.244577&zoom=15",Tripoli,Al-Mansoura,3 Bedrooms,One Bathroom,Unfurnished,140 meter square,,,20+ years,,No,Agent,Cash,Property For Sale,Apartments for Sale,Second Floor,,,,,,,,
265000.0,"https://www.google.com/maps/search/?api=1&query=32.740038,13.210849&zoom=15",Tripoli,Other,3 Bedrooms,2 Bathrooms,Unfurnished,145 meter square,205 meter square,1 Floor,0 - 11 months,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.884933,13.169195&zoom=15",Benghazi,Al-Hijaz st.,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,300 meter square,500 meter square,2 Floors,10 - 19 years,Southern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
300000.0,"https://www.google.com/maps/search/?api=1&query=32.717793,13.206313&zoom=15",Tripoli,Khallet Alforjan,3 Bedrooms,2 Bathrooms,Unfurnished,130 meter square,170 meter square,1 Floor,0 - 11 months,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,0000,Refrigerator,,,,,,
1200000.0,,Benghazi,New Benghazi,,,,1040 meter square,,,,,No,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,,,,,
220000.0,"https://www.google.com/maps/search/?api=1&query=32.76144,13.218796&zoom=15",Benghazi,Venice,More Than 6 Bedrooms,More Than 6 Bathrooms,Furnished,1020 meter square,1700 meter square,2 Floors,1 - 5 years,Southeast,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
6000000.0,,Tripoli,Tajura,5 Bedrooms,3 Bathrooms,Semi Furnished,460 meter square,400 meter square,2 Floors,1 - 5 years,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
6000000.0,"https://www.google.com/maps/search/?api=1&query=32.11964,20.106287&zoom=15",Tripoli,Tajura,1 Bedroom,One Bathroom,Semi Furnished,75 meter square,720 meter square,,0 - 11 months,Northeast,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,,,,,
